No.,内定有無,世代,性別,信頼係数,思索型：内閉性,思索型：客観性,活動型：身体性,活動型：気分性,努力型：持続性,努力型：規則性,積極型：競争性,積極型：自尊心,自制型：慎重性,自制型：弱気さ,日常周辺事型,客観・科学型,社会・経済型,心理・情緒型,審美・芸術型,積極性,協調性,責任感,自己信頼性,指導性,共感性,感情安定性,従順性,自主性,ﾓﾗﾄﾘｱﾑ傾向,達成欲求,親和欲求,求知欲求,顕示欲求,秩序欲求,物質的欲望,危機耐性,自律欲求,支配欲求,勤労意欲,自己：積極実行,自己：意欲熱意,自己：根気強さ,自己：責任感,自己：決断勇気,自己：指導力,自己：リーダー,自己：自己信頼,自己：調整力,自己：折衝力,自己：独創斬新,自己：現状分析,自己：洞察力,自己：企画立案,自己：専門知識,自己：情報活用,定着・安定,判定結果,ﾊﾟｰｿﾅﾘﾃｨｽｹｯﾁ,一般的,精神力,足　腰,集中力,標準化,適性の幅,対人ストレス耐性,目標ストレス耐性,繁忙ストレス耐性,拘束ストレス耐性,総合ストレス耐性,適合度
22,0,２０〜２５才,女,52,48,33,49,50,48,44,41,53,50,49,50,63,57,29,50,52,56,42,38,47,52,36,43,50,44,45,48,45,43,41,47,34,46,41,52,60,100,60,60,40,60,100,40,80,60,60,80,60,60,40,60,-3,Ｄ,感情の表現は豊かであり、喜怒哀楽が激しいほうである。よくいえば、失敗したりいやなことがあっても、気分転換が早く回復力があるといえる。ぎすぎすした人間関係に陥るのを避けるためか、むき出しの競争心はなく、人には寛容で協調していたいと望んでいる。しかし、それは表面上にすぎず、本来は自分を評価してもらうことで自尊心を満たそうとする。プライドを傷つけられないように注意をしているためか、おだてに弱く、褒められると調子に乗ってしまう。また、気分に周期性があり、カンの鋭さや行動力などは、日によって左右される。元気に張り切っていたかと思えば、一人静かにちんまりしている時もある。そして、いろいろな事に関心がむくせいか、何かに夢中になって熱中していたかと思えば、あきてしまったり、自分自身で納得がいったりすると簡単に放り出してしまう。持ち味の瞬発力をいかすには、長期的な計画よりも短期的なほうが無難といえる。甘えんぼうであり、皆から親しまれるが、未熟なパーソナリティーだといえる。,40,28,31,34,41,34,55,43,45,50,42,0
23,内定,２０〜２５才,男,48,54,42,49,33,72,55,41,37,53,46,36,67,50,43,46,49,44,66,53,41,50,53,52,47,41,68,44,50,46,55,50,57,46,41,52,80,100,100,60,60,80,80,60,60,60,60,80,60,60,60,60,16,Ｃ,コツコツと几帳面な人。生活ぶりもキチンとしていて、丹念な仕事ぶりである。スタ−ト・ダッシュはそれほどではないが、息切れがせずいつまでも走りつづける長距離ランナ−型でもある。徹底性もみられ、それがときにはしつこさに映じることもある。世間のきまりや常識を大切にして、ものごとの判断は杓子定規になりがちである。堅物との印象があり、その意見やアイデアは手堅いものの斬新さや柔軟さに欠けるきらいがある。大きな失敗をしないことがこの人の取り柄といえる。,62,44,40,57,54,46,48,57,59,56,57,0
24,0,２０才未満,女,41,58,59,39,63,42,36,53,50,53,49,59,43,30,49,66,66,61,46,59,69,55,53,43,54,65,64,62,77,65,38,64,65,56,67,57,60,100,60,100,100,100,100,100,80,60,40,80,80,80,20,60,-4,Ｃ,思い付きは早くカンもよいが、物事を実行に移すに際しては、身軽で迅速というほどではない。多少、尻が重たいとの印象があるが、それはじっくりと考えてから行動しようとするためでもある。自己の内面性は豊かで、自分自身を深く内省している。しかし、気分屋なところがあり、張り切って仕事をしていたかと思えば、いつの間にか沈んでいるといったように、感情に起伏が見られる。よく考えた上で決めたことは必ず実行しようとするが、その日の気分や周囲の状況で予定を変更してしまうことがある。また、どのような人が集まる場所でも、その状況にあわせて対応したり、周囲への気遣いを見せたりもするが、本来は広く浅い対人関係などよりも、価値観や考え方のあった友人との付き合いを大切にしたいと感じている。そして、環境を客観的にとらえようとする傾向が強く、物事をしっかりと把握しようとしていて、全体的な調和より細かい部分、結果だけではなく経過までを観察している。発想は着実であり時としておもしろいアイデアもでる。,34,62,63,52,45,53,52,57,54,43,49,0
25,0,２０〜２５才,男,50,51,71,49,59,63,51,55,61,69,46,50,60,50,35,58,59,61,55,53,72,55,45,43,54,47,68,51,57,70,58,73,65,56,72,64,100,100,80,80,80,100,100,100,80,80,80,80,80,100,40,100,0,Ｂ,いろいろな人の集まる輪のなかで、自分から話をするというのではなく、聞き上手な方にまわり、自分のための情報収集をするタイプ。しかし、自分にあった環境や、同じような価値観の持主、気の合った仲間のなかでは、豊かな内面性を自ら積極的に発揮させる。また、独自の内面的世界を重要視していて、周囲のことはあまり気にしないという面がある。しかし、一般的に言われる他人への気配りは見られ、社会への関心はある。どちらかといえば、物事をさめた眼でみつめる方であり、環境をあるがままに客観的にとらえようとしていて、意見の口外は少ないにせよ、頭のなかではじっくりと考えた的確な判断をしている。また、自信がもてるまで、行動に移さない慎重性も認められる。これは、自ら外にうってでるような冒険や果敢な行動をしないための結果といえる。おおきな失敗をしない手堅さとしては評価できるのだが、逆に失敗に対する不安を考えすぎる傾向もあり、良いものがあるのに、できることだけを小さく表現してしまう欠点でもある。,52,72,57,68,55,72,49,60,59,40,51,0
26,0,２０才未満,女,49,58,33,36,42,45,63,41,53,57,39,47,57,57,49,41,37,52,46,41,50,43,45,62,39,36,45,37,30,30,44,39,42,46,49,44,80,80,60,60,60,60,80,40,80,60,20,80,40,60,60,60,4,Ｄ,単純なことや同じ作業を長時間こなすという持続性に欠けている。気長にコツコツとやっていく地道な事はあまり得意とはいえない。周囲が自分をどう見ているかという社会的な評価より、自分自身で手掛けていき納得のいくことのほうを重視している。自分から積極的に外に出て活動するというよりは、自己の内面世界の中で独自の価値観を形成させ、その中で好きな事をしているほうを好んでいる。そして、規則や秩序を守り、世間から逸脱した行動はとらない常識家であり、何事も万事手堅く安全にという生き方をしている。そのためか、斬新さや柔軟さに欠けてしまうことがあり、せっかく素晴らしいアイデアがあっても、常識を意識しすぎて面白くなくなってしまう可能性がある。状況判断のしかたは主観的で、その場の雰囲気や感情に流されやすい傾向がある。しかし、一度自分がこうだと決めたことは頑固に通そうとする。また、人との接触が面倒なのか交友関係を進んで持とうとしない。しかし、自分と考え方や価値観のあう友人は大切にする。,52,26,26,45,49,29,48,43,46,55,50,0
27,0,２０〜２５才,男,92,75,50,30,38,59,58,44,32,65,62,50,60,30,58,36,36,31,66,34,44,32,49,58,44,50,45,37,41,41,55,43,48,49,49,30,40,80,80,60,60,60,60,40,60,40,40,60,60,40,40,60,8,Ｃ,周囲の雑音をあまり気にせず、ときに時間を忘れたように何かを空想しているような傾向が見られる。内面的な世界の中で自己表現をすることで、喜びを感じているようである。そして、自らが進んで行動することは少ないものの、情報の収集のためのアンテナは用意している。物事の把握のしかたは客観的であり、結果と経過の両方を大切にする。自分自身についても深く内省していて、客体化した態度をとろうとする。そのためか、人から見ると本音がわかりづらいという印象があり、多少、冷たい感じを受けることがあるが、実のところ、思いやりや自分の感情を抑える良さがあり、豊かな内面性をそなえている。また、明確な見通しがつくまで動かないという慎重なところもある。しかし、その慎重性は、自分の理想があるのに対して、無理のないところで妥協してしまうこともあり、善し悪しというところである。大きな失敗をしないことはひとつの取り柄ではあるが、あれこれと考えすぎる前に、もう少し思いきった行動をとるような姿勢がほしい。,68,30,30,61,56,33,35,43,49,56,48,0
28,0,２０〜２５才,女,54,51,33,49,47,53,55,44,41,50,46,52,47,38,46,66,52,52,51,53,56,50,57,58,42,41,45,51,54,50,58,50,61,42,49,52,60,60,60,60,80,100,80,80,100,80,80,80,80,80,60,80,9,Ｃ,地味だが堅い生活をおくっている人で、仕事ぶりもまめである。手を抜かずコツコツと仕事をしていくが、あくまでも一つのことに固執するといったような頑固さはみられない。自分らしさを主張するより、社会が自分をどう見ているかのほうを気にする。そして、世間のきまりや常識を大切にして、ものごとの判断は杓子定規になりがちである。堅物との印象があり、その意見やアイデアは手堅いものの斬新さや柔軟さに欠けるきらいがある。大きな失敗をしないことがこの人の取り柄といえる。,59,39,35,52,59,36,53,52,54,56,56,0
29,0,２０〜２５才,女,76,51,42,43,68,39,44,35,53,30,51,50,43,34,55,46,50,56,36,38,47,59,41,55,39,50,32,65,57,36,28,43,42,39,38,47,60,80,60,60,60,80,100,40,80,20,20,20,40,60,40,60,-7,Ｄ,ひらめきや思い付きが早く行動的であったかと思えば、急に静かにちんまりとしているというように、調子の良いときと悪いときに差があり、気分や感情に起伏がある。また、物事は細かいことより、全体をながめて調和がとれているかを気にするほうで、ひとつのことにいつまでもこだわるという徹底性はあまりみられない。いったん夢中になると他のことに目がいかなくなることがあり、一方では何でも飛びつき自分なりに納得がいくとあっさりと放り出してしまう２面性がある。次々と興味を抱くものがあり、本人自身は退屈しない。そして、感情を表に出すほうで、喜怒哀楽が激しく、いやなことがあっても回復力は比較的はやい。気立てがよくお人好しなためか、おだてには弱く褒められるとついその気になってしまうところもあり、周囲から親しまれることもある。しかし、内面は負けず嫌いで、常に周囲からの評価を気にかけていて、自尊心を満たそうとしているが、他人とは競争関係にあるより、できるだけうまくやっていきたいと望んでいる。,46,29,39,23,45,25,57,37,43,57,40,0
30,0,２０〜２５才,女,52,75,50,36,29,66,58,41,41,53,46,47,50,42,52,53,43,40,71,53,50,32,57,69,42,47,55,37,41,41,55,61,50,46,49,44,60,80,80,80,40,60,100,40,80,60,20,60,80,60,40,60,14,Ｃ,ものの見方は主観的ではなく客観的に判断し、自分に対しても客体化した見方ができる。もともと人とのかかわりを望んでいるほうではなく、友達などとおしゃべりするよりは、芸術の世界などに閉じこもり、その中で生きていたい、ひとりで落ち着いていることが好き、というのが本音である。また、地道に堅い生活を送っている人で、何事においてもマメで、手を抜かずコツコツと丹念に取り組んでいこうとする。努力家でもあり、手掛けたことは最後まで大事にして、時間をかけても自分が納得するまであきらめない、長距離ランナー型といえる。長時間同じことをする職務を任されても、対外的にあまり文句を言うことがない。それでいて、それほど規則や秩序にこだわらず、状況に応じた判断をしようとする。行動や見た目に現れないとしても、世間の常識はわきまえている。コチコチな規則型人間といったほどではなく、発想も固定的なものばかりではない。性格的に派手さはなく、極端に目立つことはないが、周囲からは信頼されていたりもする。,69,36,33,62,58,36,36,52,56,58,56,0
31,0,２０〜２５才,男,100,45,47,58,47,69,58,53,45,57,37,47,43,42,46,62,57,48,61,67,59,47,61,52,51,41,75,44,60,60,61,73,68,52,60,64,100,100,100,100,60,80,100,60,80,60,60,80,80,80,60,80,10,Ａ,几帳面であり手掛けたことはとことん追求する徹底性もみられる。しかし、几帳面といっても、細かいことまでこだわるというより全体のまとまりを見たり、また、整理整頓は好ましいことだと思っていても、いつもきれいでなければ気がすまないというほどではない。物事の判断のしかたは、堅実というイメージであるが、ときに突発的な発想をしたりもする。行動力もあり、身軽で多少の困難にも粘り強い姿勢で対応することができる。ただ、規則や秩序を大切にしている常識家であり、決定事項などは必ず守るといった社会通念が強いあまり、お堅い人との印象を与えることもある。新しい環境などには比較的とけこむのが早く適応力がある。初対面では馴染みにくそうに思われることもあるが、本人は誰とでも気軽に話すことができ、すぐに親しくなれるような庶民的な雰囲気がある。精神的にもわりと安定していて、常に自分のリズムを一定に保つことができる。世話好きで親切な側面もあり、集団のリーダー格として活躍できる可能性をもっている。,69,70,63,73,67,70,49,64,63,48,61,0
32,0,２０〜２５才,女,48,61,55,36,54,45,44,53,53,47,39,36,63,38,43,58,55,48,42,59,56,52,45,50,50,50,64,48,51,50,35,57,50,46,56,47,80,100,80,60,80,80,80,80,100,80,80,100,80,80,40,60,-4,Ｄ,自分の世界を大事にして、外界のことに興味がうすい。他人と接触することが面倒であり、交友関係なども進んで持とうとはしない。審美的な生きかたをしていて、自分の信じる価値観のなかで生活している。交友関係は狭いが、つきあいはじめれば深くなる。自分もふくめて環境をあるがままに客観的にとらえようとする傾向がつよく、ものごとをキチンと把握しようとする。人情的にのめりこまず、冷たい印象を他人に与えることがあるが、自分自身について深く内省しているといえ、豊かな内面性をもつ。,37,37,34,49,40,44,46,52,50,49,50,0
33,0,２０〜２５才,男,43,51,42,49,50,48,44,53,41,61,46,43,53,26,43,58,49,40,46,53,50,43,61,46,50,51,52,44,51,48,44,54,48,46,49,50,60,80,40,60,80,80,80,60,80,60,60,80,60,80,40,80,4,Ｄ,思いつきなどの行動は少なく、じっくりとかまえて慎重に物事にあたる。そのため、ただやみくもになり、軽はずみな行動をとったり、すてばちになったりするようなことはあまりない。人によっては感情的に動いているといった意見もあるが、本格的に実行に移す際は、時間をかけてでもじっくりと頭の中で整理して、ある程度の見通しをつけてから行動に移す。過去の経験なども考えにいれて判断する。しかし、本質的に競争心が強くライバルがいたりすると意欲をもやし、実力以上の結果を出すこともある。また、自分の感情はできるだけ抑えようとする良さがあり、周囲への配慮もみられる。本来２個の別人間で１個では存在しないタイプの性格である。実際的な要請で他人像の演技をしているのか、取り込みによるものか、過去になにか激烈な体験でもあり、影響しているのか判断の難しいところである。積極性と慎重性が状況によって交互にあらわれるといえ、自分に都合の良い体制が整うと、両側面の特性がかみあい実力を発揮することができる。,39,29,32,42,37,33,46,50,49,52,52,0
